ID, Months Active, Reviews, Average Review, Votes, Friends 
iJoAbnEh2ogxT31rMRL50w,48,14,3.29,26,0
ccJswjoJ8f9dn9qz0Zfhpw,69,21,3.95,7,0
Qz5_5QaUlgXQxaZy8770PQ,16,3,5,2,13
DGJFuqAxVJkyF0_BhpfKfg,60,27,3.93,87,2
weoLy-BwdpPs6XysNX96wg,24,1,1,2,3
IivyB8m1QsYcwBX8ziCzSw,24,3,1.33,12,0
eL3SuwgPa8olEuZjx0YvNA,49,30,3.43,21,1
Bl1kEa6M3UZmp4koRZ0LJg,47,74,4.08,121,1
ALhS3YlrJz9de7RiwIpkDg,44,5,3.6,16,30
_ju0P_eGbCYI43Pj3BTckQ,31,24,3.46,5,3
#NAME?,24,1,5,3,0
OEs1nIfj6wQe5Pf4ClhDrA,22,15,3.19,21,1
iTAXiNZrlzqlx_7dDsjwQA,27,8,4.5,16,6
MREobBDbCgmNYvD_oRC6tQ,26,16,3.5,2,0
vqfPWDMT6sZISBUvrEnaJQ,14,5,5,4,0
PTAgCZJyUNJG3_XWz53hUw,20,35,4.14,73,2
mQA27gfqjLLXyzUo3zjiYg,25,12,4,18,3
Y6nFfP2v17y5hqEmZp05Mw,45,9,3.44,15,127
7x2zxgUPmC3nRRoyCdkHJQ,45,2,5,2,0
T7t5UdadpHua-YnmiFpcZw,116,210,4.42,1020,27
EROQwdBzr2gHMOTSeERkmQ,42,101,3.98,189,2
hAxvi2xMG5gAC9LZOePBQA,24,2,5,7,1
ZbwywwBtd9m1olv6vF4Kgw,34,21,3.81,6,0
rqAArSOKpLB1LYNIvC9dXA,24,2,5,0,0
FzB6qNc9aat-h2hYUcrbEA,16,8,3.38,35,2
RhP1qm966I6IGh_JcsLiSg,31,2,5,0,0
8-3AWD4V5HitvOtwnQCDIg,65,3,5,3,1
V5vyt6yTNh4w7PW1QqZZYw,73,2,4,9,0
dpamrzfUzCAIebh6r8IWsg,49,2,3.5,6,122
Wptd5AawmoAqsd9M5oMBFg,18,22,3.5,38,21
4vcgh46DS56DHFVWZPvgOg,43,3,4.5,13,11
Vkn0Ajv50QtSj54OePA-CQ,53,6,4.4,24,0
4TNsxnEkWWarH305tNLleQ,51,29,4.72,21,1
fdnSC-PGo2mYTgcOEq6Bpw,15,2,1,4,0
cK_yP1K6zw1Mr4GD_EX-AA,8,2,4.5,0,1
SSi6dc67qGmqV_4P7QnIQQ,26,1,5,4,1
hORy0O17fXiPM5g_ouY3-A,27,111,3.88,515,39
ASenO-NcZyEoJJw_aO7C7A,69,37,4.16,78,9
riuReQtH-EH3YWpskgYdWA,13,1,5,0,0
aAfkYj5DacC91NqPpU4iow,20,6,3.2,3,2
hFGM_jKEFfCGBi1usyFeUA,14,1,1,2,0
q6UpmJKVSibisd4q3z_oog,34,1,5,0,0
RTqEZBSUW5F8A-tXN9foGQ,61,14,4,28,0
NShjgGVCzGkquZyALFr_Ng,12,1,4,0,0
4_6WIAoK4jSoNgCNqBpufw,23,1,5,1,0
15rKMlr0deyx3ljbmNCAew,15,1,5,0,0
UQt99HxhopjeoDRZnT-hLA,18,1,1,1,0
KN5Iy1zXuGorYbSMwbntXw,34,8,4,14,0
oM05K5znf59JPzuswcFfDw,15,1,5,2,0
WbVI9Y_DfMGLUmMjFksK8g,70,12,4.1,11,0
BA0RTaT7_W1Xs_orzBpZ1A,61,46,4.04,34,1
3OxuTDJmqA6zTIrXFWG39g,48,4,5,29,10
Vw1Kt0smSXu0mkSRHzTC_A,56,29,4.1,25,1
HrUU4N_4OB4PtMr_aRVxzA,14,1,4,1,0
V0ayJLW1ZgzNqvrqXGUg9g,109,42,4,118,0
TK7yRocuroDWjSk7xH2A4w,26,21,3.24,37,1
NU45QdRtiHNM60mZIXXkCA,22,3,5,0,0
gE9YzatnDLg9Sq-Uoyf3CA,61,55,2.66,122,0
b_4No81XPBhkT6K1H18pIA,47,19,3.75,42,4
JDPGeO3UP0aB37GDX4iW0w,37,15,4.33,10,0
vn3lecMsL3kXVe-7hg3gLg,51,629,4.03,2609,187
EW2qy1otq8Ng9D3iby2KxA,13,1,4,0,0
zslkdQBzTXRRwDTkeSiOrA,36,6,5,7,0
LHQjeNMaCD6pIcMshr0zxw,16,3,4,6,0
a-ni6SmhJ6TzCS3auPpxTg,35,11,3.69,23,3
g3aOEg-YrEMIcg096YcA3A,37,12,4.4,5,0
9zVuSEFxkgo90B9VxKgrbg,48,4,4.25,0,0
MZyNADoZlyPQ-bEIe6innw,12,6,4.33,16,2
RdKgYHJfOX-GNIX2N_lkhg,89,137,3.54,308,9
XrrTxbKVGIuPwaM4lAt_Gg,49,12,4.45,9,0
uNHKvURJfvXDyO6-JIXDNw,64,12,4.25,25,15
G8ibBQ5Wf4zA4zNCFRtQPQ,62,14,4.2,35,2
#NAME?,79,84,4.04,413,2
1q7w4vkNOj0JvJzY2uQxTA,83,31,3.77,125,6
MdlJ3vufXfcv0nvAIhSjWQ,10,12,4.42,4,0
FY4v5tkNG4BzaCIUhfpmxA,55,5,3.33,1,0
HcxWWLD3ejPWVAMBzuCoig,41,223,3.34,268,2
rMdm27oV65k6fssd4DvVgQ,19,1,5,2,0
SRsa_pRjh59lp15kuEg6Ag,31,1,1,3,0
8nD0nJ5d8mxwdEtyURIb4A,64,6,3.33,24,8
49z0RrcGk_MaP3Pw5HBhQQ,28,10,2.22,13,0
vLi60zqzc675Q5c24ooOUw,70,51,3.71,84,15
y8Q9ZF_R0VJFpHt8ML8X9g,78,216,4.2,567,7
Oq3jMOJPcKcxde2cAqjxiw,73,18,4.22,140,9
HnqzojvN3AyZHjslUlxiJQ,27,105,3.95,305,47
BnD6D4ApBYgUdLWdfe7PUw,19,10,4.9,5,0
P9rBcXPbx0rjafvNJpx6fA,19,2,5,4,0
Hu0_FIUdc1i_5vdJX70Y4A,24,5,4.5,1,0
38YR6u6T62hgpwdUAeyyIw,29,1,2,0,4
76ruVCFJyWfLJ5AQHS45dQ,37,7,3,6,0
v0emX1h1jtnDzEy3bSWutQ,12,1,5,2,0
MjGFuGKBTlVBITedjZK8Pg,34,3,5,1,0
_K1aVgm4jTLWAYBPtE9QUw,40,99,3.65,986,6
q0pk09aUIGSUj0OK_nr8GA,89,276,4.03,564,9
LFJ5gpahkBCWvmS6ZFJeKQ,67,298,3.92,430,13
Bq4o8L-bmu58H42WM3iCqw,50,66,3.65,170,3
YLbPETSOtVY9PFuVu_wsKw,29,5,3.6,8,8
1tUjEvLU-tyKuadc5JfU2g,19,3,3.67,2,0
NIBSHb4817EFRGMMrKQo2A,29,5,4.2,5,0
q6rk2QD4D4vY_hWfEU05RA,46,1,4,1,0
yPiU7f2L6y5t7x83-88NfQ,38,11,3.55,10,0
al01PQM2YCnACWm-SRsKEA,78,17,3.47,42,3
Zk9Bbu49hfKtVi_CWXD4mw,43,131,3.89,241,2
EAvzjtPx7kBk83GCWiaSDA,49,4,2.25,10,0
D_6SDN-RQAcy7L9vwT6XLQ,80,51,2.98,64,0
oDxw6N-rQuUdshBj3yTYcw,31,1,1,4,1
0Oiy4T4XScL4Q7OdFJwG8w,16,2,4,0,0
OD7nfm02bJDvbz7nsikFsA,28,46,4.23,47,0
dCNgVHnV5rUece7p5L4gPA,39,10,4.4,7,1
89fJ3Mox4eANx0aq9JMsbg,66,2,5,15,4
eb6sH9Mn7ooUGuv1L0sUaw,22,13,4.92,9,1
hm6KwsSUEE5wyKLr6ZDyaA,53,13,3.92,53,7
4K-xcW3EYXtrwitbNKnjIg,33,4,1.25,9,0
Vv89iM91KdciCALtg6hJtw,43,57,3.6,52,2
1taBLiEmdZkTETbyRoOJvQ,14,7,4.14,4,0
F1N-v20NsVucjkFCy4jOLw,32,3,4.67,3,29
ipz_BaNerFWYN58kMxSdBw,19,1,4,0,0
YhjYoCVJfrwe0O9h7_DV5w,35,1,5,0,0
bG5jTWd8ukBaSzOTE6_eYg,52,3,5,0,0
qFLGsVAkJKK56JjR5Cxlkg,43,2,4.5,1,0
eBSVkXldoA9lw2wYNJ3wyg,40,2,1,1,0
rjPNc8izYkmnBPFvQo2lYg,26,3,4.5,1,0
ymvG5845Ro8cW-2wwa5vzA,20,2,4,0,0
WafqNoP1iULeQF2br4v4Pg,23,3,3.5,0,1
KCIm4pO8HIj_cOietJ_Axw,37,1,4,0,1
ZiSL-0G_x7fclCHAQjra4A,71,42,3.69,175,11
qnQF0wdrmLxl3hLjaE0ydA,48,11,4.27,87,0
8ijB1-OsfKTncOLrEmfGFA,37,11,4.25,51,2
RqIMYSUznnA9r_e_ZnfykA,42,1,4,3,30
spnWgQZg0q9TENaiFt0NOA,23,1,5,0,0
cRlHUlWY_uA2mICyFOCeYg,18,3,4,3,0
EVp9lE4doOjT8i19CdhiAw,8,2,5,3,0
u-GZUyM_z4BcTc8WPKH0UQ,40,11,3.89,9,0
c2fGoYkOIcU-7hIimRu_VA,61,16,3.62,26,0
Arr8N6rsAZ3jabJeuEKfpw,16,1,1,1,0
IW7EiO19FSnD5CUk5Jpk5w,27,3,2.67,8,0
ZVgo1ey76GIiYy8cn4hGqA,45,68,4.56,97,3
oV_KwsciGrw09NLuh56xlw,41,14,3,26,1
tBbdAT5sxbk7LBvmGQjdfA,56,4,4.25,1,1
XayflsRuUGbX4NQLAX1KIQ,20,20,4.05,15,0
H2ZPybihgQT199QSHn1pew,18,4,3.75,0,0
qPLtzR1DXvZAen8j8pdStA,28,3,1,4,0
CvY7_qL_q9KQcx3I5c57AA,9,1,1,2,0
fCrETXpDvnS7HL_6CJ4yog,48,6,4,5,1
NdcI47w2nbfw8CPtP3QPqQ,73,15,3.27,64,7
07pUh-U0FXJ9XYhQbZoJIQ,23,22,3.21,21,4
qh5teqdhBuLeaC1K4BKGaw,37,1,5,2,0
MFoVryP-K-KqquPgwaxUgg,63,27,3.79,16,2
A8KAUGlzA8gaCoe5GMMKVQ,48,2,4,2,0
RlMCElbxe6keV_J67ezK5w,26,3,3.67,1,0
fjJ9tgJNhDR_l3_4t5fz2Q,47,10,4.78,9,21
AxJ62Wj3JNu20qB0rRRNIw,34,2,5,2,1
jIHaXo4-KR9kvh2J7eMkIA,65,31,3.3,137,5
f_gdY2HJymsXv26og0TNVw,17,2,1,4,0
bvYk98zUE61KoWifshskpw,53,45,3.49,88,5
sYFuZL35EYDU5IOfwrtwnQ,36,19,4.32,44,9
M5Jq7zls36o4rnMemOLyWg,15,1,3,25,5
LrurDlDVgILynRWxX-uvzA,64,7,3.86,4,0
LLF7i50YvE1sQQbNN24BdQ,53,2,5,27,0
G_ckmbqcNs2FUh2wq1rIcQ,27,29,4.07,23,0
EeOEDnaWCRmUdza-BeqvpQ,14,1,1,0,0
XGVF7KuUF4JwXXTtiZTXdQ,45,2,2,2,0
6LkO5tAYYimFc0CgVGUk3A,86,5,3.4,3,24
s84bPsSHAALBpsgTsHw_Vw,67,322,3.57,605,2
QxDbRWE2pPidwILfk6F1Ew,65,2,4.5,2,3
TYI2LA2kokZBmKwl1hiT2g,35,3,5,19,0
hZ8Yyuq4yS7qAMXTfm15gQ,9,3,5,3,0
BZkcm4IPbnBlmmT8b3ukRg,8,5,3.5,9,2
PmAqgStAwW9LmoK3MHsZkw,47,4,4.75,3,0
44FZYP4fQbeAimA818oHtw,50,72,3.36,185,2
V3DRxVzSbFdKAbQcWBckfg,44,5,3.2,26,0
jn7OkQlXGA5AfKvmz-641Q,14,1,5,0,0
V-c4S3dXMNpbQexv_5Cl-w,46,4,2.5,2,0
shdASrciwOzYLC-oYb4dHg,26,5,4.2,15,1
UDDcRvh40n7UEdOrPVUZSg,17,5,4.75,1,0
3SEeJIk2TL-lBrr79vGSoA,37,4,3.67,2,0
8bgE9w8jeKPzjtxCXVJTmQ,22,5,3.8,23,0
sZUjfriweZKvRSRaD11VAQ,37,1,5,1,0
hqBq7TVdjPDXbOkIgqpDoA,18,2,5,5,0
hi_thAZJUhMxZ7wSCfC-eg,94,196,3.33,323,4
Xo6W4Mk2fqsO30WTJmrkFg,44,10,3.2,16,3
CTLuFwdfUY21gl6Y0Wq_Sw,27,2,5,2,0
4-Oy5r0Bae64opoJUcHRQw,46,3,5,0,0
NSq8yy8uaXH2LlbNGt-jBA,40,7,3.83,4,0
YLDantsyK7Gwp9IZSiEFIw,39,2,2.5,6,0
tWfZCRl1Z0yLq8v6HJyyAQ,13,1,1,0,0
4GdN3itvzmFc_6kib2UzlA,52,2,1,3,4
K6e37cSQ-bu0M50nuJABQw,15,4,3.5,0,0
pA6cwQ9EU5mceSy0axXe7g,47,77,2.78,63,0
sQAjHANPfjOvVBQcRsxYNA,30,22,3.64,13,1
Vv-CASsmOGSpP8EZwR-GvA,36,5,4.2,7,0
LrwUMh4F7c5c6YsuCQ9VCg,19,6,3.17,2,0
kmnJzfMjpgY7ySy0kqSKTg,43,1,1,1,3
9ojXl2cwWhK2U92Kbc0qzw,49,1,5,0,0
hKfeV80rP54McmEBQ618yA,47,2,4,1,3
yPejZVwY1lvehq28pEGgpA,54,3,2.67,2,3
8H2mXGmhUp0S6PcNGY8-yQ,23,2,5,0,0
jvv2mNQmtHBuS12RGMhw3g,67,279,3.42,231,2
YVK9az5yUFbpQchy0DYUeA,20,49,3.46,52,6
Lyg-0HILobCBdwE4bcFs5g,66,8,4.25,29,40
54w6Vv5Ke-HPusac0N69fg,52,2,5,1,1
xD1r8pOog6-05HydQEsJEw,39,5,4.6,9,0
RLmUj1QGMz2dLBcdayuBiw,78,480,4.04,6953,19
#NAME?,94,296,3.71,2904,28
UopyPna6Cm0JjuiFCibkYg,38,175,3.72,251,3
pvNRKVI7oF6AackuRM-5ig,39,5,3.4,11,0
jRs5yOnQ3LonN2_4RxX1yw,53,21,2.33,62,1
Tu5uMTUdRgA9k8kcetzoCQ,32,3,4.5,9,0
rOR2LBrNAYfFJp_cdD1emg,63,12,3.75,18,0
gJSxh2i87r1fqU7zciXNCA,83,6,4.2,17,4
q93UhMDsW5zpvtdUvlXZug,22,2,2,2,1
qzTl_FO8ogp5Aik8gML6Eg,76,226,3.97,421,12
v5Z3H70RqUnGMo2i_bxpWw,51,48,3.98,69,3
#NAME?,57,4,4,2,0
hBLJ0s1dPwX4UJtEl1IQrQ,9,1,1,0,2
#NAME?,14,2,5,2,1
vJy1qThM0fUjVaSYZzGBgg,16,3,1,1,0
IU9ArEUIijrMqNEgVKZDuw,41,60,3.78,139,5
snaFEM5tv5q-y6ztGK07Qg,16,4,5,2,0
YTpSBg3DlYKSFl357F5-tg,29,8,4.44,13,4
Sk_5THxnR5ig1CTmYs3mhQ,17,1,5,0,0
fUpvT8s3mwbOUcYZH6ov4w,42,6,2.83,2,0
mV3Kpc28tFpdyo15o9rTQw,18,8,3.89,13,0
Mrd2UhE6o748iReOKDeKAQ,23,4,5,1,0
X0s9CYUhVOG9-DUSZrY6rw,25,2,3,3,1
0usxfARATUKugH-rQtIp6g,70,2,2,1,0
9MjvFyozWwLw1XWgx6t-sw,46,1,5,2,0
qvEErUS-Xkssg9oKn9xNZg,66,36,3.97,108,2
w2zsRTkdRSbkSk_k6FASDg,39,3,5,33,0
p4Pce6ppJS9DDL4RzqdXpA,18,2,5,5,0
HukgDArGqzCVe-YvLozcaA,36,9,3.75,14,0
cQ8IYZCN1WP9S4zuwWGdDg,56,416,4.17,184,0
RotG1z1ZxA--cfeR2EloVw,39,15,3.2,22,6
8Wa3YP41MNGcF0JAlN3Tlg,65,37,4.18,40,0
vppxzkWj_ZQKdUrdyM7mwg,67,13,3,83,1
WcjlT697rmaJGsIYJ4R_Pg,11,1,5,0,0
ZWE_xBzdwGPQK-M0VyKEAg,30,1,5,1,0
mgJ9m6amUajAUgWiqXOH5g,40,4,5,1,0
0Jlviq1YD76N-WK_GUeDMw,48,104,3.36,226,134
pg5mlkpJMpyMTfnY4B3RPA,25,1,5,3,1
UOhiHbdnhoeQaMr5r2bTZg,54,13,4.38,11,0
Cg3bFEPdaijNLEHwDxAm0w,76,55,4.66,51,0
KvHNHELJTC4lA8vHcJMwqA,46,5,5,18,0
GB3xbyiaQSX_7mPfx6HOoQ,39,2,3.5,2,2
VRpGqz34M2s_vOs-B3ww4w,87,33,3.85,59,0
4N6CyyTTBerY9Y1_IcnrMg,69,4,5,1,0
ixQLGjXSW7FTBdiVKf5O0w,48,2,3.5,0,6
_qQJEA45k_E6EGE7vuzUDA,60,16,3.38,93,10
U9PlooHU_1pc0boSxtksXg,27,9,4.22,13,3
6jduVasavXJkZIhtT1JsfA,21,3,5,1,0
RQi82OtF2qvOBv6VEE0pyw,57,10,4.2,4,0
82tSm6A56DMQgE9mSR91AA,31,46,3.35,298,12
VJSKUB4a7QshGxSTdBxYQw,17,3,4,0,0
TYSisbfnqZ3tO4oPKG6YNg,25,9,3.89,0,0
Oaw7VEeqlGAbODkik3m4CA,34,11,2.82,11,0
vR1u3BtaTlcekk4l60NLfg,39,2,4.5,1,0
8pkUfVTNhoGYFO9aui7oCg,38,213,4.07,200,7
JSq38lWav5u3zIsdL9Bb6w,74,50,3.8,100,5
0PDyF0G9HNEkC4qT2cSQFA,41,10,4,9,0
-9g6w1xoj6-4iZH29P3h7g,43,18,4.28,11,0
mqKVMT7KAbrBHedPbn5Oeg,18,2,5,0,0
k2u1F6spBGhgk2JtAe97QA,51,138,4.09,1555,243
-4bjYLtWgqlY-tbv9VMeUg,11,8,4.17,2,4
laQyrQhNJ7AVH7adzb5FiA,87,5,4,11,1
VpLQxufpewyWTrbgVaCbgg,34,1,5,0,0
PeMYYNFOhN1DLmU9M5aVZg,52,2,3.5,5,0
Y0ycFPPLjAUT_3aSoAfEoA,12,3,3,1,0
ScGRHKYZb79rr1KJi01EZw,45,44,3.93,59,2
y31esaVA2TyWr10yFbD6GQ,11,11,3.64,13,0
qzviUsIW9Xuy0l0-ZuzoOA,71,30,3.7,31,0
DhrDFWCdDhkKmZDJn75muQ,61,32,3.78,42,2
mrzaMop-aLuoYvYCtCNUAw,40,4,4,4,0
hWPOj78yi6CQub26elkHHQ,94,40,3.39,136,6
Niu73YnNzYLHcoQkpNyHHg,57,2,4.5,0,0
fZZdyYli_KbUwIVbsJSvVQ,50,1,1,1,0
YOnyiFrTkjm8j1_oOKiJDw,7,1,3,1,0
CiAbX7zbQamuAvZSVfu9zg,22,16,4.11,15,4
SF93h67MesvLalLLXkvH3Q,31,2,5,0,0
7LZqJWXm4lEkSh112v79vg,31,218,4.07,408,18
NTSDlVbBNw34dV1t7eFRNw,89,61,3.97,113,1
LKP1tvFs4H5DgpPlNqzkCA,10,6,4.33,5,4
lmkVxWnpnHGs-FisBDwbNw,66,26,4,61,0
XyyvedQCPRnWG2Vz76tTGw,18,29,3.97,11,0
4zJavbsZyhN55We8SPiDig,17,1,5,1,0
5xSIdC1tdsJPtJnWj3ofRw,50,30,3.28,84,2
kKGAwfjKy4Gx1lYDDH7jTA,62,11,4.09,23,0
amv1I9D-4LaOvmL9fVa5sA,49,50,3.78,505,20
3ay0VC64u7Tt9sYkjOb46w,34,4,4,7,2
1E13KtzbFzo2mXB0hZm1EQ,42,124,4.03,244,4
w_hDmPuou6xnemXUu-jc3Q,82,100,3.58,280,2
8DBCh1ykGdM71X25KNXiZg,60,107,3.28,138,1
gg0GDWjMykg4He0-6oqdHw,40,7,4.29,6,0
DSDR7VxbSh8w4h4XUxt_9A,37,1,1,0,0
eTpE5ycIQzgKnHHapapMqg,15,6,5,0,0
DY9izLvP5oV0SYuMJIcmBw,59,1,5,7,0
JaFg3hmn9fxytt8bpNvnhg,21,1,5,0,0
ANUEK4cY8rgmHqFp-CSETQ,24,12,3.75,4,0
QingGIjdfsPFHSuSgE1Ifg,49,1,5,0,1
LzEX3DYCctzHDc_lWy7BwQ,59,84,3.9,110,5
wcL-ND3oAPlawc1I2FHbjw,26,5,2.6,11,0
YSHl2ZIxBrVq8NpN_JqAYA,42,6,4,22,3
xTYSKCMa8Tc5tgq_n9neWg,63,140,3.46,152,1
whRgoWHIOSfXvtknmYCUog,36,19,2.47,23,0
mhVHA8TXi7CPbAwAheVn3Q,40,6,4.83,6,0
NnMEfjf7pMK6_gJO5cziWg,82,118,4.08,125,0
e27bKk4T0b0Sht_bMWbz-Q,15,2,4.5,2,0
Ejeq3V3-BrhO_4iwWmVBag,72,59,4.27,92,6
F6d_GAFAEuvIEW1Zg5KPRw,26,6,2.83,11,2
AbYhAHw5uI4mEfx0UPIWIQ,62,13,2.92,16,15
9rnZUWHVAGkGpXisutCmsg,54,4,4.5,1,0
Wpa3MaraN9XKgKM0_TS0Bw,21,2,1,2,3
BEDNHeCNXiBlsi0xqjLPow,26,1,5,0,0
8NnOr30vSjXJF3BAWgLLMA,13,4,3.67,6,2
P94v4KaofsUqaffU8ffTmA,57,3,3,11,1
u5M2jfk-F-cbcjynPnT7Tw,81,2,5,3,0
AIWn658mehwltRRQwe-RHg,48,12,3.91,8,3
5V2obyOwl0JfB2B9SYRCag,13,18,4.11,9,0
7ICVDkyjDLrAdxAZAQyVoA,58,21,4,58,4
PN-Hq8gqbLCLiQ8-BBZqKQ,39,47,3.96,65,0
EjV0k9N3e_R9CihKY5ZM2g,55,19,3.79,40,0
0jd2zfP8IKDEfjWaqHUKRA,40,4,5,2,0
LAyhoxf90n_QEF-5TxjJDg,56,14,3.64,47,0
MIl8hxbgGpvuuAL-ft1osQ,36,1,4,0,0
Gz2pPA3tuJC_3bJhJ3Q5pg,29,3,1,5,0
ank6QvKlVgP8kcZzyFG8jQ,29,2,4.5,2,0
TYdbkbwIuU-TE4CWUFmiLw,39,5,4.4,11,0
n7RI9jonXHVVnMp61Jy3pg,42,2,2.5,2,0
ytPxlte2byxjF17aygaxrQ,76,37,3.15,69,0
8UqIe3MnNthWiPZcfSX4OA,43,6,4.5,8,0
fbkk38GHlnP_q5mUnVlwKw,59,42,3.6,78,1
k0z4Ip0Sk0O_hx31OULD3w,79,105,3.52,110,0
k71n8bELfnhMeC63xhUxzw,99,314,4.32,3127,15
3Bg1eWkNkBJ9858JmVTKbA,22,1,1,0,1
t7b5fghNqdVsODIQztn2yw,49,9,4.38,3,0
MDVoSLBTqsGsC4jztAs4PQ,45,29,3.21,52,1
NpbWx5XYvMGIs3OUlojTIA,41,12,3.75,23,0
rfZfa9Nycdr0QiQQoVMwgg,62,3,4,4,1
9TptGG95rxqeXvCHwa-_yg,34,1,5,1,0
mL6IRqcUfFvecTx2VxAPKw,37,13,3.92,12,0
qFecIwj9hMBqaRl89li_5g,22,261,3.74,6383,5
o1FQiOv3lm9mqL-jGpCiFw,38,2,4.5,0,2
3jF_fN98nhVbsol5yOqNQA,29,1,5,5,2
yZXQ0kAoQNYLz5md93VsOw,51,5,4,16,7
Cm9H3zwyNY9obI1a3gqXmg,41,10,3.2,17,0
ch321clmIyhapEz-lWT5yQ,18,1,5,0,0
E7tozhm23vJSKBfozHWEMQ,91,412,3.61,4650,36
9tAH3Vl312bwk6Yw0cnP0w,38,24,3.58,25,3
lXr7C6quVSeziZ_gTB_XjQ,71,88,3.72,278,0
edxH9nYaydo6jAGvCSK9tw,17,2,2.5,5,0
sEN7o07kNLi8PcAld9nxEA,39,3,2.33,3,0
wM7VQJ2SXIQWEDTEokG99g,68,147,4.1,440,11
mJyAPqxCUg1Juh0ZDbaKdA,42,29,3.6,72,3
zEJNNMr9P2wRBpWgRB-W8A,45,11,3.27,1,0
7_Guwn2NaXSRdrY7DA84Ag,21,4,4.25,2,0
_st1_drv3enx-lFUU8t4gw,72,30,3.03,69,0
_gt7JDYvA-bPiIO4uLdS7Q,12,1,1,1,1
fcvP-cuAN_h3Xu_uQOJDLw,84,23,3.87,158,13
Xscs2h6H5yTwLMFHWvbXqA,29,2,5,3,0
4VeebV2Ep6gGCdLyeIBUTg,24,6,1.8,3,6
7mXorwoYFPlBvU9qCNuoOg,37,27,4.66,36,0
1zeKWRW99H9hnTkD_l1NLg,33,2,3,1,0
giPXxkQyyVhkvfqas2o6fw,46,4,3,8,2
kVAlMWONwQ1X4ybCqD7__w,53,3,4.67,6,0
Lh1Hc3iAHi1blK_YgA9Hrg,12,4,2,2,0
48QnAmv7OdjXOtqS-iRQrA,63,1,1,1,0
sfw8rkXNBglOIy7Xmh5J-Q,13,2,5,0,0
hzWQ6HQUvCggMFpTQR5K4Q,38,1,5,0,0
Sp3-I-pYOVYUdTqWmyNrcA,82,16,4.19,31,1
srwjDH2hYFbQrR0ZH8s7cQ,50,1,4,0,1
qhjjLQiX5DHa8UpWgUremg,49,9,4.11,11,0
XXZiOkma4VBeZTGhbGdkNA,64,14,3.86,13,2
p9GGjP59wRjC6m-RTMG2Hg,37,94,3.81,168,2
lZhBE2UBk1zPGXsOvLOBjw,16,3,5,1,0
lViWWAZLMGz_TMKfrLon-w,67,78,3.63,53,1
_ZlbZMrdNoinjNQ6tjt9Fg,30,5,3.8,10,0
6Bv9yE1q3dIkBdw72ZQr8w,43,14,3.43,49,1
SVhMOPgzS69RjoaHNhihkg,27,4,3.33,1,1
24j1qZnTaJHHeNSHzi5ziQ,66,15,4.27,46,1
Ha6LLZLEZO4cDY-pooZr-w,22,6,3.83,2,3
NP7-FXL2EpAFXPrSqgFcxA,40,2,3,3,0
wR7mBuVtS3769oaimkPfqg,24,5,3.6,5,0
aanQAeF8EDsbZ6l5YddEsQ,64,31,4.09,49,21
mniU54HHBOjLFEOEirDK4g,89,118,4.33,270,0
oMGWeM12E8vy3ytmflf9bA,49,3,2.67,3,3
jT9RFCRhc_HjcwIfUT-eFg,27,2,3,4,7
POvdnaJ4O4mQo6Y0NzgESw,43,3,5,2,0
BQ_WTijKUVgP2x5FzR-paQ,49,45,3.42,27,0
uXkupcV9fjnoj1wIUFrouQ,16,20,3.65,15,0
LGXZiivoBbjNrYocw8rk4w,88,118,4.02,275,1
pA_eifXHOUftssGehzI0sA,17,23,3.65,30,0
X1pq62WKshuBG0KsZLeAWg,24,1,4,0,0
KVgq8cLvhheD_iy78H0evg,64,6,3,11,0
9IAMTjvhfHMoCqggUic5xA,52,29,2.79,30,12
8AeKMJSLjbFUHbzFEbqeOA,55,1,1,0,0
by4GXqejBgppF395zatqYQ,17,1,5,0,0
mukih-d_Oq-62dJ7kyDhZQ,12,1,5,0,0
3lx7YgKssGju6zq6Flh3Vw,21,1,3,1,0
UjElHRjwqj3-QLgy0z48fg,61,9,4.11,15,48
R4yHus6H2bTRCADegjZLYA,41,1,4,0,2
mNS6s5ZSeMPjuaTwoT4yqg,38,9,2.86,3,0
BPAh9601Jmr9WEueoogPzQ,14,3,3.67,0,0
90a6z--_CUrl84aCzZyPsg,79,1135,4.01,7064,1066
UZWy7mVIn7NzJxfPeCqWbw,35,6,4.43,65,0
SYMOo23-MuDBKeFkvgHNFQ,43,2,3,1,0
GC9GHvDBeHWRFH8IzmjQ_Q,70,751,3.74,1891,9
s0TwQH1Nkc0wZrrqTUh-sw,39,4,4.25,10,0
#NAME?,15,2,1,0,0
8KCUDaMhHkv5ixutvpBlZw,46,12,4.38,22,1
hC3XkU_GzvypLHfkX6770g,65,29,2.84,90,4
eUu8yuHNVwshKdj2yvvbcw,30,1,1,4,1
9bP3urjM__IP5csFh9ZsuQ,38,78,3.3,69,14
tyjtGH_8eLMIhogGG9HLTA,59,2,5,1,0
mwUOCTtyqHLM0t3C3kzp6g,9,3,4,0,0
gS8Wcv0E3T6RRCr2GTkjxw,35,2,5,1,0
Mhy-dtosAuafEyQo04a0Gg,34,22,3.14,23,0
b1CqQROFO9veKPZaEl_jDw,40,5,2.6,7,1
QccgxzAHuAG7dfDceO_gjw,15,2,5,0,0
fuiRF0BnmV-RtX-cs6Xsgg,33,2,1.5,7,0
iSZnocss-_twC8mh-rZg6g,46,4,4,8,0
DhPUvStf9BKMs8aLTFaOKw,47,11,2.55,25,0
